gene_id,disease_id,molecule_a,molecule_b,type_a,type_b,host_organism,positive_interaction
1506,3,klk3_human_gene,ERG,gene,protein,Homo sapiens RWPE1 epithelial cell,1
1507,3,POU5F1,sox2_human_gene,protein,gene,Homo sapiens ES embryonic stem cell,1
1508,3,POU5F1,sox2_human_gene,protein,gene,Homo sapiens NCCIT germ cell line.,1
1509,3,RFX5,dra_human_gene,protein,gene,In vitro,1
1510,3,RFX5,dra_human_gene,protein,gene,In vitro,1
1511,3,sox2_human_gene,POU5F1,gene,protein,Homo sapiens ES embryonic stem cell,1
1512,3,tmps2_human_gene,ERG,gene,protein,Homo sapiens RWPE1 epithelial cell,1
1513,3,axin2_human_gene,CTNNB1,gene,protein,Homo sapiens MD11 glioblastoma cell,1
1514,3,ccl2_human_gene,RELA,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1515,3,cdkn1a_human_gene,EP300,gene,protein,Homo sapiens BJ foreskin fibroblast cell,1
1516,3,cdkn1a_human_gene,RELA,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
1517,3,cdkn1a_human_gene,RELA,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
1518,3,CREBBP,il8_human_gene,protein,gene,Homo sapiens H4 neurogioma cell,1
1519,3,CREM,fos_human_gene,protein,gene,Homo sapiens T-cell,1
1520,3,CREM,il2_human_gene,protein,gene,Homo sapiens CD4+ T-cell,1
1521,3,crem_human_gene,SP1,gene,protein,Homo sapiens T-cell,1
1522,3,crem_human_gene,SP1,gene,protein,Homo sapiens T-cell,1
1523,3,E2F1,casp7_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
1524,3,E2F1,ccna2_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1525,3,E2F1,ccna2_human_gene,protein,gene,Homo sapiens T98G caucasian glioblastoma cell,1
1526,3,E2F1,tp73_human_gene,protein,gene,Homo sapiens IMR-90 embryonic fetal lung fibroblast cell,1
1527,3,fos_human_gene,CREM,gene,protein,Homo sapiens T-cell,1
1528,3,foxp3_human_gene,KLF10,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
1529,3,HDAC1,il2_human_gene,protein,gene,Homo sapiens T-cell,1
1530,3,HDAC1,il2_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
1531,3,hoxa7_human_gene,KMT2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1532,3,icam1_human_gene,RELA,gene,protein,Homo sapiens umbilical vein endotheliium,1
1533,3,icam1_human_gene,RELA,gene,protein,Homo sapiens umbilical vein endotheliium,1
1534,3,il2_human_gene,CREM,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
1535,3,il2_human_gene,CREM,gene,protein,Homo sapiens T-cell,1
1536,3,il2_human_gene,FOXP3,gene,protein,Homo sapiens T-cell,1
1537,3,il2_human_gene,FOXP3,gene,protein,Homo sapiens CD4+ T-cell,1
1538,3,il2_human_gene,HDAC1,gene,protein,Homo sapiens T-cell,1
1539,3,il2_human_gene,NFATC2,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
1540,3,il2_human_gene,RELA,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
1541,3,il2_human_gene,RELA,gene,protein,Homo sapiens Jurkat T-cell leukemia cell,1
1542,3,JUN,mmp9_human_gene,protein,gene,Homo sapiens thoracic aorta smooth muscle cell,1
1543,3,KLF10,foxp3_human_gene,protein,gene,Homo sapiens CD4+ T-cell,1
1544,3,mmp9_human_gene,JUN,gene,protein,Homo sapiens thoracic aorta smooth muscle cell,1
1545,3,NFATC2,il2_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1546,3,NR5A1,star_human_gene,protein,gene,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1547,3,PRKDC,klk3_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
1548,3,PRKDC,pla1a_human_gene,protein,gene,Homo sapiens RWPE1 epithelial cell,1
1549,3,RELA,birc2_human_gene,protein,gene,Homo sapiens U251 glioma cell,1
1550,3,RELA,tnfa_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1551,3,star_human_gene,NR5A1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1552,3,tmps2_human_gene,PRKDC,gene,protein,Homo sapiens RWPE1 epithelial cell,1
1553,3,tnfa_human_gene,RELA,gene,protein,Homo sapiens monocyte-derived dendritic cell,1
1554,3,tp73_human_gene,E2F1,gene,protein,Homo sapiens T98G caucasian glioblastoma cell,1
1555,3,cd44_human_gene,TP53,gene,protein,Homo sapiens mammary epithelium,1
1556,3,HMGA1,il2ra_human_gene,protein,gene,In vitro,1
1557,3,il2ra_human_gene,HMGA1,gene,protein,Homo sapiens YT natural-killer-like cell,1
1558,3,il2ra_human_gene,HMGA1,gene,protein,Homo sapiens YT natural-killer-like cell,1
1559,3,il2ra_human_gene,STAT5A,gene,protein,In vitro,1
1560,3,N,pgh2_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1561,3,N,pgh2_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1562,3,N,pgh2_human_gene,protein,gene,In vitro,1
1563,3,N,pgh2_human_gene,protein,gene,In vitro,1
1564,3,pgh2_human_gene,N,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1565,3,POU5F1,nanog_human_gene,protein,gene,Homo sapiens NCCIT germ cell line.,1
1566,3,POU5F1,nanog_human_gene,protein,gene,In vitro,1
1567,3,SP1,tf65_human_gene,protein,gene,In vitro,1
1568,3,SP1,tf65_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1569,3,STAT5A,il2ra_human_gene,protein,gene,Homo sapiens YT natural-killer-like cell,1
1570,3,tf65_human_gene,SP1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1571,3,tf65_human_gene,ZBTB2,gene,protein,In vitro,1
1572,3,TP53,cd44_human_gene,protein,gene,In vitro,1
1573,3,ZBTB2,tf65_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1574,3,foxp3_human_gene,STAT1,gene,protein,Homo sapiens CD4+ T-cell,1
1575,3,RELA,bcl10_human_gene,protein,gene,In vitro,1
1576,3,STAT1,foxp3_human_gene,protein,gene,In vitro,1
1577,3,3bhs2_human_gene,CEBPB,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1578,3,3bhs2_human_gene,CEBPB,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1579,3,3bhs2_human_gene,NR5A1,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1580,3,3bhs2_human_gene,NR5A1,gene,protein,Homo sapiens TERT-E6/E7 adipose mesenchymal cell,1
1581,3,andr_human_gene,FOXO3,gene,protein,In vitro,1
1582,3,anf_rat_gene,CAMTA2,gene,protein,Rattus norvegicus heart,1
1583,3,anf_rat_gene,CAMTA2,gene,protein,Chlorocebus aethiops COS-1 cells,1
1584,3,anf_rat_gene,CAMTA2,gene,protein,In vitro,1
1585,3,ASAH1,cp17a_human_gene,protein,gene,Homo sapiens H295R adrenocortical cell,1
1586,3,cdkn1b_human_gene,FOXO3,gene,protein,In vitro,1
1587,3,CEBPB,3bhs2_human_gene,protein,gene,Homo sapiens KGN ovarian granulosa cell,1
1588,3,cp17a_human_gene,ASAH1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1589,3,cp17a_human_gene,NR5A1,gene,protein,Homo sapiens H295R adrenocortical cell,1
1590,3,NR5A1,cp17a_human_gene,protein,gene,Homo sapiens H295R adrenocortical cell,1
1591,3,bcl2_human_gene,P0C6X7-PRO_0000037311,gene,protein,In vitro,1
1592,3,cdn1b_mouse_gene,FOXO3,gene,protein,In vitro,1
1593,3,cdn1b_mouse_gene,FOXO3,gene,protein,In vitro,1
1594,3,cdn1b_mouse_gene,FOXO3,gene,protein,In vitro,1
1595,3,foxo3-myc_human,cdn1b_mouse_gene,stable complex,gene,In vitro,1
1596,3,FOXO3,tnfl6_human_gene,protein,gene,In vitro,1
1597,3,tnfl6_human_gene,bim_human_gene,gene,gene,In vitro,1
1598,3,tnfl6_human_gene,bim_human_gene,gene,gene,In vitro,1
1599,3,tnfl6_human_gene,FOXO3,gene,protein,In vitro,1
1600,3,tnfl6_human_gene,FOXO3,gene,protein,In vitro,1
1601,3,tnfl6_human_gene,FOXO3,gene,protein,In vitro,1
1602,3,tnfl6_human_gene,tnfl6_human_gene,gene,gene,In vitro,1
1603,3,mir128-1 gene,JUN,gene,protein,Homo sapiens U-87 MG glioblastoma cell,1
1604,3,ATF4,apoe_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1605,3,ccl5_human_gene,GATA1,gene,protein,In vitro,1
1606,3,ccl5_human_gene,GATA2,gene,protein,In vitro,1
1607,3,ccl5_human_gene,GATA3,gene,protein,In vitro,1
1608,3,cd44_human_gene,LEF1,gene,protein,In vitro,1
1609,3,cd44_human_gene,LEF1,gene,protein,In vitro,1
1610,3,cd44_human_gene,MLLT11,gene,protein,In vitro,1
1611,3,cd44_human_gene,MLLT11,gene,protein,In vitro,1
1612,3,co1a2_human_gene,SMAD2,gene,protein,In vitro,1
1613,3,co1a2_human_gene,SP1,gene,protein,Homo sapiens diploid fibroblast,1
1614,3,CREBBP,ikba_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1615,3,CRY1,dbp_mouse_gene,protein,gene,Mus musculus embryonic fibroblasts,1
1616,3,CRY1,per2_mouse_gene,protein,gene,Mus musculus embryonic fibroblasts,1
1617,3,dbloh_human_gene,E2F1,gene,protein,Homo sapiens bone marrow stroma,1
1618,3,dbloh_human_gene,PAWR,gene,protein,Homo sapiens bone marrow stroma,1
1619,3,ELK1,pert_human_gene,protein,gene,Homo sapiens thyroid gland,1
1620,3,ELK1,tert_human_gene,protein,gene,Homo sapiens thyroid gland,1
1621,3,EP300,ikba_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1622,3,FAM47E,ccnd1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1623,3,FAM47E,dclk1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1624,3,FAM47E,ptx3_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1625,3,FAM47E,pyr1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1626,3,fas_human_gene,CTBP2,gene,protein,Homo sapiens SNB-19 glioblastoma cell,1
1627,3,fas_human_gene,KDM1A,gene,protein,Homo sapiens SNB-19 glioblastoma cell,1
1628,3,fas_human_gene,ZBTB18,gene,protein,Homo sapiens SNB-19 glioblastoma cell,1
1629,3,fas_human_gene,ZNF217,gene,protein,Homo sapiens SNB-19 glioblastoma cell,1
1630,3,FOXE1,pert_human_gene,protein,gene,Homo sapiens thyroid gland,1
1631,3,FOXE1,tert_human_gene,protein,gene,Homo sapiens thyroid gland,1
1632,3,H4C16,invo_human_gene,protein,gene,Homo sapiens keratinocyte,1
1633,3,HOXA9,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1634,3,HOXA9,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1635,3,icos_human_gene,ROCK2,gene,protein,Homo sapiens peripheral blood CD4+ T cell,1
1636,3,ifi27_human_gene,IRF1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1637,3,ikba_human_gene,MACROD1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1638,3,il6_human_gene,CEBPB,gene,protein,Homo sapiens 22rv1 cell,1
1639,3,invo_human_gene,PRMT5,gene,protein,Homo sapiens keratinocyte,1
1640,3,IRF1,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1641,3,IRF1,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1642,3,irf1_human_gene,STAT6,gene,protein,In vitro,1
1643,3,IRF3,ifi27_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1644,3,IRF4,ifi27_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1645,3,KDM1A,acaca_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1646,3,KDM1A,ldrl_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1647,3,KDM1A,lss_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1648,3,KDM1A,sqle_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1649,3,KDM1A,srbp1_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1650,3,klf9_human_gene,GTF2H2,gene,protein,Homo sapiens diploid fibroblast,1
1651,3,NFATC3,myocardin,protein,gene,Homo sapiens cardiomyocyte,1
1652,3,NFIL3,il3_human_gene,protein,gene,In vitro,1
1653,3,NFKB1,ikba_human_gene,protein,gene,Homo sapiens HEK293T embryonic kidney cell,1
1654,3,NR5A2,cp7a1_human_gene,protein,gene,In vitro,1
1655,3,PBX2,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1656,3,PBX2,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1657,3,PKNOX1,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1658,3,PKNOX1,ccl2_human_gene,protein,gene,Homo sapiens U-87 MG glioblastoma cell,1
1659,3,POU5F1,ga45g_human_gene,protein,gene,In vitro,1
1660,3,POU5F1,lfty2_human_gene,protein,gene,Homo sapiens NCCIT germ cell line.,1
1661,3,POU5F1,ubp44_human_gene,protein,gene,In vitro,1
1662,3,prdm1_human_gene,ROCK2,gene,protein,Homo sapiens peripheral blood CD4+ T cell,1
1663,3,prkra_human_gene,Sp1,gene,protein,In vitro,1
1664,3,PRMT5,ccnd1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1665,3,PRMT5,dclk1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1666,3,PRMT5,dclk1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1667,3,PRMT5,ptx3_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1668,3,PRMT5,pyr1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1669,3,PRMT5,tnap3_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1670,3,ROCK2,a0a087wzx0_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1671,3,ROCK2,c9jl16_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1672,3,ROCK2,cxcr5_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1673,3,ROCK2,f8wb75_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1674,3,ROCK2,g3v266_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1675,3,ROCK2,irf4_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1676,3,ROCK2,maf_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1677,3,ROCK2,pdcd1_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1678,3,ROCK2,rorg_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1679,3,ROCK2,stat3_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1680,3,ROCK2,tob1_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1681,3,ROCK2,txlna_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1682,3,RUNX1,il2_human_gene,protein,gene,Homo sapiens Jurkat T-cell leukemia cell,1
1683,3,STAT1,ki2l4_human_gene,protein,gene,Homo sapiens natural killer,1
1684,3,STAT3,a0a087wzx0_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1685,3,STAT3,c9jl16_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1686,3,STAT3,cxcr5_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1687,3,STAT3,f8wb75_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1688,3,STAT3,g3v266_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1689,3,STAT3,icos_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1690,3,STAT3,irf4_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1691,3,STAT3,maf_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1692,3,STAT3,pdcd1_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1693,3,STAT3,prdm1_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1694,3,STAT3,rorg_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1695,3,STAT3,tob1_human_gene,protein,gene,Homo sapiens peripheral blood CD4+ T cell,1
1696,3,THAP1,birc5_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1697,3,THAP1,rir1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1698,3,THAP1,thap1_human_gene,protein,gene,Homo sapiens HEK293 embryonic kidney cell,1
1699,3,tor1a_human_gene,THAP1,gene,protein,Homo sapiens HEK293 embryonic kidney cell,1
1700,3,TP53,casp1_human_gene,protein,gene,In vitro,1
1701,3,txlna_human_gene,STAT3,gene,protein,Homo sapiens peripheral blood CD4+ T cell,1
1702,3,txnip_human_gene,FOXO3,gene,protein,Homo sapiens 2BS embryonic lung diploid fibroblast cell,1
1703,3,WDR77,invo_human_gene,protein,gene,Homo sapiens keratinocyte,1
1704,3,ZEB2,meox2_human_gene,protein,gene,Homo sapiens umbilical vein endotheliium,1
1705,3,ZNF217,acaca_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1706,3,ZNF217,cyp51a1_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1707,3,ZNF217,gsk3a_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1708,3,ZNF217,inig1_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1709,3,ZNF217,ldrl_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1710,3,ZNF217,lss_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1711,3,ZNF217,sqle_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1712,3,ZNF217,srbp1_human_gene,protein,gene,Homo sapiens SNB-19 glioblastoma cell,1
1713,3,ccl4_human_gene-1,ATF3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1714,3,ccl4_human_gene-1,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1715,3,tnfa_human_gene-1,KLF3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1716,3,ccl4_human_gene-1,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1717,3,tnfa_human_gene-1,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1718,3,ccl4_human_gene-1,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1719,3,cc4l_human_gene,ATF3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1720,3,cc4l_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1721,3,cc4l_human_gene,EBF3,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1722,3,cc4l_human_gene,GCM1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1723,3,cc4l_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1724,3,cc4l_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1725,3,cc4l_human_gene,TFAP2B,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1726,3,cc4l_human_gene,TFAP2E,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1727,3,cc4l_human_gene,WT1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1728,3,cc4l_human_gene,ZBTB10,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1729,3,cc4l_human_gene,ZNF710,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1730,3,ccl13_human_gene,EBF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1731,3,ccl13_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1732,3,ccl13_human_gene,KLF7,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1733,3,ccl15_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1734,3,ccl15_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1735,3,ccl18_human_gene,BHLHE22,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1736,3,ccl18_human_gene,USF1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1737,3,ccl1_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1738,3,ccl1_human_gene,MAFG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1739,3,ccl20_human_gene,HNF4A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1740,3,ccl20_human_gene,REL,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1741,3,ccl21_human_gene,TCF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1742,3,ccl21_human_gene,WT1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1743,3,ccl23_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1744,3,ccl23_human_gene,SPIB,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1745,3,ccl23_human_gene,SPIC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1746,3,ccl24_human_gene,NR1I2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1747,3,ccl24_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1748,3,ccl24_human_gene,SPIB,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1749,3,ccl24_human_gene,SPIC,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1750,3,ccl27_human_gene,KLF17,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1751,3,ccl27_human_gene,PPARG,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1752,3,ccl27_human_gene,RBPJ,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1753,3,ccl27_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1754,3,ccl27_human_gene,TFAP2B,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1755,3,ccl27_human_gene,TFAP2E,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1756,3,ccl27_human_gene,ZNF18,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1757,3,ccl28_human_gene,KLF12,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1758,3,ccl28_human_gene,KLF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1759,3,ccl28_human_gene,KLF4,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1760,3,ccl28_human_gene,NR2F6,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1761,3,ccl28_human_gene,TFAP2A,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1762,3,ccl2_human_gene,ELF2,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1763,3,ccl2_human_gene,ETV1,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1764,3,ccl2_human_gene,ETV7,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
1765,3,ccl2_human_gene,GABPA,gene,protein,Homo sapiens HEK293T embryonic kidney cell,1
